# tijd (s), versnelling (m/s^2)
1.162984576907044598e+01,1.297681603331879316e-06
1.163484785327219662e+01,1.271975275664027718e-06
1.163984993747394725e+01,1.246778173781715048e-06
1.164485202167569788e+01,1.222080210293352407e-06
1.164985410587744852e+01,1.197871497670144353e-06
1.165485619007919915e+01,1.174142344227968525e-06
1.165985827428094979e+01,1.150883250263801082e-06
1.166486035848270042e+01,1.128084904288728679e-06
1.166986244268445105e+01,1.105738179203008557e-06
1.167486452688620169e+01,1.083834128741578646e-06
1.167986661108795232e+01,1.062363983861613866e-06
1.168486869528970296e+01,1.041319149207353659e-06
1.168987077949145537e+01,1.020691199710155147e-06
1.169487286369320600e+01,1.000471877169228862e-06
1.169987494789495663e+01,9.806530869675977716e-07
1.170487703209670727e+01,9.612268948846479280e-07
1.170987911629845790e+01,9.421855238120889807e-07
1.171488120050020854e+01,9.235213507403638390e-07
1.171988328470195917e+01,9.052269036098347134e-07
1.172488536890370980e+01,8.872948584517370105e-07
1.172988745310546044e+01,8.697180363166356373e-07
1.173488953730721107e+01,8.524894004733328897e-07
1.173989162150896171e+01,8.356020536270935640e-07
1.174489370571071234e+01,8.190492350605982158e-07
1.174989578991246297e+01,8.028243179873939048e-07
1.175489787411421361e+01,7.869208069053445155e-07
1.175989995831596424e+01,7.713323350080347548e-07
1.176490204251771488e+01,7.560526615575380118e-07
1.176990412671946551e+01,7.410756694696818092e-07
1.177490621092121614e+01,7.263953628413588358e-07
1.177990829512296678e+01,7.120058645164739054e-07
1.178491037932471919e+01,6.979014137677984806e-07
1.178991246352646982e+01,6.840763640174606983e-07
1.179491454772822046e+01,6.705251804994816127e-07
1.179991663192997109e+01,6.572424381154906434e-07
1.180491871613172172e+01,6.442228191938514205e-07
1.180992080033347236e+01,6.314611114612844795e-07
1.181492288453522299e+01,6.189522058406281854e-07
1.181992496873697363e+01,6.066910944804159512e-07
1.182492705293872426e+01,5.946728687651336938e-07
1.182992913714047489e+01,5.828927172675246720e-07
1.183493122134222553e+01,5.713459238747553545e-07
1.183993330554397616e+01,5.600278659338986150e-07
1.184493538974572679e+01,5.489340123201458178e-07
1.184993747394747743e+01,5.380599217175152236e-07
1.185493955814922806e+01,5.274012407063821429e-07
1.185994164235097870e+01,5.169537021987301974e-07
1.186494372655272933e+01,5.067131235836352562e-07
1.186994581075447996e+01,4.966754051045629142e-07
1.187494789495623237e+01,4.868365282366671353e-07
1.187994997915798301e+01,4.771925540447696620e-07
1.188495206335973364e+01,4.677396216186124406e-07
1.188995414756148428e+01,4.584739465467446490e-07
1.189495623176323491e+01,4.493918193710921323e-07
1.189995831596498554e+01,4.404896041187988476e-07
1.190496040016673618e+01,4.317637368340676218e-07
1.190996248436848681e+01,4.232107241872728651e-07
1.191496456857023745e+01,4.148271420261195563e-07
1.191996665277198808e+01,4.066096340233915115e-07
1.192496873697373871e+01,3.985549103633356319e-07
1.192997082117548935e+01,3.906597463700922633e-07
1.193497290537723998e+01,3.829209812713507654e-07
1.193997498957899062e+01,3.753355168847338656e-07
1.194497707378074125e+01,3.679003164394067459e-07
1.194997915798249188e+01,3.606124032624613440e-07
1.195498124218424252e+01,3.534688596971147247e-07
1.195998332638599315e+01,3.464668258663649674e-07
1.196498541058774379e+01,3.396034985332363374e-07
1.196998749478949620e+01,3.328761300189774993e-07
1.197498957899124683e+01,3.262820270439892020e-07
1.197999166319299746e+01,3.198185496846583643e-07
1.198499374739474810e+01,3.134831103495106002e-07
1.198999583159649873e+01,3.072731726587729296e-07
1.199499791579824937e+01,3.011862505171158524e-07
1.200000000000000000e+01,2.952199070318517204e-07
